	alias.number	alias	target.number	target	name	description	namespace
5338	12766	ENTREZGENE_ACC:23252	12766.1	ENSG00000169914	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	ENTREZGENE
5339	657	ENTREZGENE_ACC:23253	657.1	ENSG00000101745	ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]	ENTREZGENE
5340	8711	ENTREZGENE_ACC:23254	8711.1	ENSG00000189337	KAZN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]	ENTREZGENE
5341	8928	ENTREZGENE_ACC:23255	8928.1	ENSG00000168502	MTCL1	microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121]	ENTREZGENE
5342	15550	ENTREZGENE_ACC:23256	15550.1	ENSG00000092108	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]	ENTREZGENE
5343	4825	ENTREZGENE_ACC:23258	4825.1	ENSG00000184014	DENND5A	DENN/MADD domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]	ENTREZGENE
5344	4711	ENTREZGENE_ACC:23259	4711.1	ENSG00000085788	DDHD2	DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]	ENTREZGENE
5345	6528	ENTREZGENE_ACC:2326	6528.1	ENSG00000010932	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	ENTREZGENE
5346	2906	ENTREZGENE_ACC:23261	2906.1	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	ENTREZGENE
5347	13853	ENTREZGENE_ACC:23262	13853.1	ENSG00000145725	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]	ENTREZGENE
5348	10680	ENTREZGENE_ACC:23263	10680.1	ENSG00000126217	MCF2L	MCF.2 cell line derived transforming sequence-like [Source:HGNC Symbol;Acc:HGNC:14576]	ENTREZGENE
5349	19782	ENTREZGENE_ACC:23264	19782.1	ENSG00000100403	ZC3H7B	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]	ENTREZGENE
5350	5753	ENTREZGENE_ACC:23265	5753.1	ENSG00000182473	EXOC7	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]	ENTREZGENE
5351	10196	ENTREZGENE_ACC:23266	10196.1	ENSG00000117114	ADGRL2	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	ENTREZGENE
5352	5090	ENTREZGENE_ACC:23268	5090.1	ENSG00000107554	DNMBP	dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373]	ENTREZGENE
5353	10857	ENTREZGENE_ACC:23269	10857.1	ENSG00000174197	MGA	MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]	ENTREZGENE
5354	6529	ENTREZGENE_ACC:2327	6529.1	ENSG00000094963	FMO2	flavin containing monooxygenase 2 (non-functional) [Source:HGNC Symbol;Acc:HGNC:3770]	ENTREZGENE
5355	18793	ENTREZGENE_ACC:23270	18793.1	ENSG00000187189	TSPYL4	TSPY-like 4 [Source:HGNC Symbol;Acc:HGNC:21559]	ENTREZGENE
5356	2904	ENTREZGENE_ACC:23271	2904.1	ENSG00000118200	CAMSAP2	calmodulin regulated spectrin-associated protein family, member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	ENTREZGENE
5357	2464	ENTREZGENE_ACC:23272	2464.1	ENSG00000163946	FAM208A	family with sequence similarity 208, member A [Source:HGNC Symbol;Acc:HGNC:30314]	ENTREZGENE
5358	3830	ENTREZGENE_ACC:23274	3830.1	ENSG00000038532	CLEC16A	C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:HGNC:29013]	ENTREZGENE
5359	13691	ENTREZGENE_ACC:23275	13691.1	ENSG00000186866	POFUT2	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]	ENTREZGENE
5360	9113	ENTREZGENE_ACC:23276	9113.1	ENSG00000114648	KLHL18	kelch-like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	ENTREZGENE
5361	8923	ENTREZGENE_ACC:23277	8923.1	ENSG00000132361	CLUH	clustered mitochondria (cluA/CLU1) homolog [Source:HGNC Symbol;Acc:HGNC:29094]	ENTREZGENE
5362	12193	ENTREZGENE_ACC:23279	12193.1	ENSG00000030066	NUP160	nucleoporin 160kDa [Source:HGNC Symbol;Acc:HGNC:18017]	ENTREZGENE
5363	6530	ENTREZGENE_ACC:2328	6530.1	ENSG00000007933	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	ENTREZGENE
5364	11312	ENTREZGENE_ACC:23281	11312.1	ENSG00000132938	MTUS2	microtubule associated tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:HGNC:20595]	ENTREZGENE
5365	4330	ENTREZGENE_ACC:23283	4330.1	ENSG00000177613	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant [Source:HGNC Symbol;Acc:HGNC:17086]	ENTREZGENE
5366	10197	ENTREZGENE_ACC:23284	10197.1	ENSG00000150471	ADGRL3	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	ENTREZGENE
5367	8942	ENTREZGENE_ACC:23285	8942.1	ENSG00000069712	KIAA1107	KIAA1107 [Source:HGNC Symbol;Acc:HGNC:29192]	ENTREZGENE
5368	19611	ENTREZGENE_ACC:23286	19611.1	ENSG00000113645	WWC1	WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]	ENTREZGENE
5369	415	ENTREZGENE_ACC:23287	415.1	ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17258]	ENTREZGENE
5370	8526	ENTREZGENE_ACC:23288	8526.1	ENSG00000106012	IQCE	IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]	ENTREZGENE
5371	6531	ENTREZGENE_ACC:2329	6531.1	ENSG00000076258	FMO4	flavin containing monooxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]	ENTREZGENE
5372	6272	ENTREZGENE_ACC:23291	6272.1	ENSG00000072803	FBXW11	F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]	ENTREZGENE
5373	16493	ENTREZGENE_ACC:23293	16493.1	ENSG00000070366	SMG6	SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]	ENTREZGENE
5374	711	ENTREZGENE_ACC:23294	711.1	ENSG00000064999	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]	ENTREZGENE
5375	10889	ENTREZGENE_ACC:23295	10889.1	ENSG00000102858	MGRN1	mahogunin ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20254]	ENTREZGENE
5376	1485	ENTREZGENE_ACC:23299	1485.1	ENSG00000185963	BICD2	bicaudal D homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17208]	ENTREZGENE
5377	6532	ENTREZGENE_ACC:2330	6532.1	ENSG00000131781	FMO5	flavin containing monooxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773]	ENTREZGENE
5378	1153	ENTREZGENE_ACC:23300	1153.1	ENSG00000166454	ATMIN	ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]	ENTREZGENE
5379	5409	ENTREZGENE_ACC:23301	5409.1	ENSG00000115504	EHBP1	EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]	ENTREZGENE
5380	19606	ENTREZGENE_ACC:23302	19606.1	ENSG00000179314	WSCD1	WSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29060]	ENTREZGENE
5381	9015	ENTREZGENE_ACC:23303	9015.1	ENSG00000197892	KIF13B	kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]	ENTREZGENE
5382	19071	ENTREZGENE_ACC:23304	19071.1	ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]	ENTREZGENE
5383	189	ENTREZGENE_ACC:23305	189.1	ENSG00000164398	ACSL6	acyl-CoA synthetase long-chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496]	ENTREZGENE
5384	18213	ENTREZGENE_ACC:23306	18213.1	ENSG00000166881	NEMP1	nuclear envelope integral membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29001]	ENTREZGENE
5385	6417	ENTREZGENE_ACC:23307	6417.1	ENSG00000119321	FKBP15	FK506 binding protein 15, 133kDa [Source:HGNC Symbol;Acc:HGNC:23397]	ENTREZGENE
5386	8196	ENTREZGENE_ACC:23308	8196.1	ENSG00000160223	ICOSLG	inducible T-cell co-stimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]	ENTREZGENE
5387	16010	ENTREZGENE_ACC:23309	16010.1	ENSG00000127511	SIN3B	SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]	ENTREZGENE
5388	6535	ENTREZGENE_ACC:2331	6535.1	ENSG00000122176	FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	ENTREZGENE
5389	11568	ENTREZGENE_ACC:23310	11568.1	ENSG00000151503	NCAPD3	non-SMC condensin II complex, subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]	ENTREZGENE
5390	5009	ENTREZGENE_ACC:23312	5009.1	ENSG00000104093	DMXL2	Dmx-like 2 [Source:HGNC Symbol;Acc:HGNC:2938]	ENTREZGENE
5391	2356	ENTREZGENE_ACC:23313	2356.1	ENSG00000100364	KIAA0930	KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]	ENTREZGENE
5392	15489	ENTREZGENE_ACC:23314	15489.1	ENSG00000119042	SATB2	SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]	ENTREZGENE
5393	16411	ENTREZGENE_ACC:23315	16411.1	ENSG00000197818	SLC9A8	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8 [Source:HGNC Symbol;Acc:HGNC:20728]	ENTREZGENE
5394	4428	ENTREZGENE_ACC:23316	4428.1	ENSG00000111249	CUX2	cut-like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]	ENTREZGENE
5395	5046	ENTREZGENE_ACC:23317	5046.1	ENSG00000138246	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:HGNC Symbol;Acc:HGNC:30343]	ENTREZGENE
5396	19789	ENTREZGENE_ACC:23318	19789.1	ENSG00000134744	ZCCHC11	zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28981]	ENTREZGENE
5397	6537	ENTREZGENE_ACC:2332	6537.1	ENSG00000102081	FMR1	fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]	ENTREZGENE
5398	18621	ENTREZGENE_ACC:23321	18621.1	ENSG00000109654	TRIM2	tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]	ENTREZGENE
5399	15152	ENTREZGENE_ACC:23322	15152.1	ENSG00000103494	RPGRIP1L	RPGRIP1-like [Source:HGNC Symbol;Acc:HGNC:29168]	ENTREZGENE
5400	10512	ENTREZGENE_ACC:23324	10512.1	ENSG00000013288	MAN2B2	mannosidase, alpha, class 2B, member 2 [Source:HGNC Symbol;Acc:HGNC:29623]	ENTREZGENE
5401	8940	ENTREZGENE_ACC:23325	8940.1	ENSG00000136051	KIAA1033	KIAA1033 [Source:HGNC Symbol;Acc:HGNC:29174]	ENTREZGENE
5402	19229	ENTREZGENE_ACC:23326	19229.1	ENSG00000124422	USP22	ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]	ENTREZGENE
5403	11730	ENTREZGENE_ACC:23327	11730.1	ENSG00000049759	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	ENTREZGENE
5404	15483	ENTREZGENE_ACC:23328	15483.1	ENSG00000111961	SASH1	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]	ENTREZGENE
5405	18829	ENTREZGENE_ACC:23331	18829.1	ENSG00000100154	TTC28	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]	ENTREZGENE
5406	3783	ENTREZGENE_ACC:23332	3783.1	ENSG00000074054	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	ENTREZGENE
5407	5158	ENTREZGENE_ACC:23333	5158.1	ENSG00000173852	DPY19L1	dpy-19-like 1 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:22205]	ENTREZGENE
5408	8911	ENTREZGENE_ACC:23334	8911.1	ENSG00000198198	SZT2	seizure threshold 2 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:29040]	ENTREZGENE
5409	19524	ENTREZGENE_ACC:23335	19524.1	ENSG00000091157	WDR7	WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]	ENTREZGENE
5410	17531	ENTREZGENE_ACC:23336	17531.1	ENSG00000182253	SYNM	synemin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:24466]	ENTREZGENE
5411	13310	ENTREZGENE_ACC:23338	13310.1	ENSG00000043143	JADE2	jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984]	ENTREZGENE
5412	19391	ENTREZGENE_ACC:23339	19391.1	ENSG00000166887	VPS39	vacuolar protein sorting 39 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20593]	ENTREZGENE
5413	370	ENTREZGENE_ACC:2334	370.1	ENSG00000155966	AFF2	AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:HGNC:3776]	ENTREZGENE
5414	5049	ENTREZGENE_ACC:23341	5049.1	ENSG00000116138	DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16 [Source:HGNC Symbol;Acc:HGNC:29157]	ENTREZGENE
5415	5707	ENTREZGENE_ACC:23344	5707.1	ENSG00000139641	ESYT1	extended synaptotagmin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:29534]	ENTREZGENE
5416	17521	ENTREZGENE_ACC:23345	17521.1	ENSG00000131018	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:HGNC:17089]	ENTREZGENE
5417	16482	ENTREZGENE_ACC:23347	16482.1	ENSG00000101596	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]	ENTREZGENE
5418	5111	ENTREZGENE_ACC:23348	5111.1	ENSG00000088387	DOCK9	dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:HGNC:14132]	ENTREZGENE
5419	8941	ENTREZGENE_ACC:23349	8941.1	ENSG00000122733	PHF24	PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]	ENTREZGENE
5420	6538	ENTREZGENE_ACC:2335	6538.1	ENSG00000115414	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	ENTREZGENE
5421	17192	ENTREZGENE_ACC:23350	17192.1	ENSG00000163714	U2SURP	U2 snRNP-associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]	ENTREZGENE
5422	8879	ENTREZGENE_ACC:23351	8879.1	ENSG00000100441	KHNYN	KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]	ENTREZGENE
5423	19073	ENTREZGENE_ACC:23352	19073.1	ENSG00000127481	UBR4	ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]	ENTREZGENE
5424	17465	ENTREZGENE_ACC:23353	17465.1	ENSG00000164828	SUN1	Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]	ENTREZGENE
5425	7617	ENTREZGENE_ACC:23354	7617.1	ENSG00000249115	HAUS5	HAUS augmin-like complex, subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]	ENTREZGENE
5426	19400	ENTREZGENE_ACC:23355	19400.1	ENSG00000156931	VPS8	vacuolar protein sorting 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29122]	ENTREZGENE
5427	625	ENTREZGENE_ACC:23357	625.1	ENSG00000013523	ANGEL1	angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19961]	ENTREZGENE
5428	19230	ENTREZGENE_ACC:23358	19230.1	ENSG00000162402	USP24	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]	ENTREZGENE
5429	5984	ENTREZGENE_ACC:23359	5984.1	ENSG00000104059	FAM189A1	family with sequence similarity 189, member A1 [Source:HGNC Symbol;Acc:HGNC:29075]	ENTREZGENE
5430	6543	ENTREZGENE_ACC:23360	6543.1	ENSG00000109920	FNBP4	formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]	ENTREZGENE
5431	20280	ENTREZGENE_ACC:23361	20280.1	ENSG00000102870	ZNF629	zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]	ENTREZGENE
5432	14194	ENTREZGENE_ACC:23362	14194.1	ENSG00000156011	PSD3	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]	ENTREZGENE
5433	12250	ENTREZGENE_ACC:23363	12250.1	ENSG00000124006	OBSL1	obscurin-like 1 [Source:HGNC Symbol;Acc:HGNC:29092]	ENTREZGENE
5434	932	ENTREZGENE_ACC:23365	932.1	ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12 [Source:HGNC Symbol;Acc:HGNC:14193]	ENTREZGENE
5435	8932	ENTREZGENE_ACC:23366	8932.1	ENSG00000164542	KIAA0895	KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206]	ENTREZGENE
5436	9383	ENTREZGENE_ACC:23367	9383.1	ENSG00000155506	LARP1	La ribonucleoprotein domain family, member 1 [Source:HGNC Symbol;Acc:HGNC:29531]	ENTREZGENE
5437	13877	ENTREZGENE_ACC:23368	13877.1	ENSG00000088808	PPP1R13B	protein phosphatase 1, regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]	ENTREZGENE
5438	14384	ENTREZGENE_ACC:23369	14384.1	ENSG00000055917	PUM2	pumilio RNA-binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	ENTREZGENE
5439	936	ENTREZGENE_ACC:23370	936.1	ENSG00000104880	ARHGEF18	Rho/Rac guanine nucleotide exchange factor (GEF) 18 [Source:HGNC Symbol;Acc:HGNC:17090]	ENTREZGENE
5440	17845	ENTREZGENE_ACC:23371	17845.1	ENSG00000111077	TNS2	tensin 2 [Source:HGNC Symbol;Acc:HGNC:19737]	ENTREZGENE
5441	4239	ENTREZGENE_ACC:23373	4239.1	ENSG00000105662	CRTC1	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]	ENTREZGENE
5442	8927	ENTREZGENE_ACC:23376	8927.1	ENSG00000014123	UFL1	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	ENTREZGENE
5443	15324	ENTREZGENE_ACC:23378	15324.1	ENSG00000132275	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:29030]	ENTREZGENE
5444	8936	ENTREZGENE_ACC:23379	8936.1	ENSG00000164151	ICE1	interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154]	ENTREZGENE
5445	17207	ENTREZGENE_ACC:23380	17207.1	ENSG00000266028	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]	ENTREZGENE
5446	16492	ENTREZGENE_ACC:23381	16492.1	ENSG00000198952	SMG5	SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]	ENTREZGENE
5447	426	ENTREZGENE_ACC:23382	426.1	ENSG00000158467	AHCYL2	adenosylhomocysteinase-like 2 [Source:HGNC Symbol;Acc:HGNC:22204]	ENTREZGENE
5448	8930	ENTREZGENE_ACC:23383	8930.1	ENSG00000129933	MAU2	MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]	ENTREZGENE
5449	4586	ENTREZGENE_ACC:23384	4586.1	ENSG00000100014	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1-like [Source:HGNC Symbol;Acc:HGNC:29022]	ENTREZGENE
5450	11660	ENTREZGENE_ACC:23385	11660.1	ENSG00000162736	NCSTN	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	ENTREZGENE
5451	12157	ENTREZGENE_ACC:23386	12157.1	ENSG00000015676	NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	ENTREZGENE
5452	16003	ENTREZGENE_ACC:23387	16003.1	ENSG00000160584	SIK3	SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]	ENTREZGENE
5453	10732	ENTREZGENE_ACC:23389	10732.1	ENSG00000123066	MED13L	mediator complex subunit 13-like [Source:HGNC Symbol;Acc:HGNC:22962]	ENTREZGENE
5454	6553	ENTREZGENE_ACC:2339	6553.1	ENSG00000168522	FNTA	farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]	ENTREZGENE
5455	19815	ENTREZGENE_ACC:23390	19815.1	ENSG00000186908	ZDHHC17	zinc finger, DHHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:18412]	ENTREZGENE
5456	8904	ENTREZGENE_ACC:23392	8904.1	ENSG00000136813	KIAA0368	KIAA0368 [Source:HGNC Symbol;Acc:HGNC:29020]	ENTREZGENE
5457	336	ENTREZGENE_ACC:23394	336.1	ENSG00000101126	ADNP	activity-dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]	ENTREZGENE
5458	9388	ENTREZGENE_ACC:23395	9388.1	ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]	ENTREZGENE
5459	13429	ENTREZGENE_ACC:23396	13429.1	ENSG00000186111	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma [Source:HGNC Symbol;Acc:HGNC:8996]	ENTREZGENE
5460	11572	ENTREZGENE_ACC:23397	11572.1	ENSG00000121152	NCAPH	non-SMC condensin I complex, subunit H [Source:HGNC Symbol;Acc:HGNC:1112]	ENTREZGENE
5461	13940	ENTREZGENE_ACC:23398	13940.1	ENSG00000113593	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]	ENTREZGENE
5462	5224	ENTREZGENE_ACC:23399	5224.1	ENSG00000175826	CTDNEP1	CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]	ENTREZGENE
5463	1168	ENTREZGENE_ACC:23400	1168.1	ENSG00000159363	ATP13A2	ATPase type 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]	ENTREZGENE
5464	6623	ENTREZGENE_ACC:23401	6623.1	ENSG00000181274	FRAT2	frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:HGNC:16048]	ENTREZGENE
5465	6262	ENTREZGENE_ACC:23403	6262.1	ENSG00000177051	FBXO46	F-box protein 46 [Source:HGNC Symbol;Acc:HGNC:25069]	ENTREZGENE
5466	5758	ENTREZGENE_ACC:23404	5758.1	ENSG00000130713	EXOSC2	exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]	ENTREZGENE
5467	4915	ENTREZGENE_ACC:23405	4915.1	ENSG00000100697	DICER1	dicer 1, ribonuclease type III [Source:HGNC Symbol;Acc:HGNC:17098]	ENTREZGENE
5468	4098	ENTREZGENE_ACC:23406	4098.1	ENSG00000103187	COTL1	coactosin-like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	ENTREZGENE
5469	16025	ENTREZGENE_ACC:23408	16025.1	ENSG00000124523	SIRT5	sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]	ENTREZGENE
5470	16024	ENTREZGENE_ACC:23409	16024.1	ENSG00000089163	SIRT4	sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]	ENTREZGENE
5471	16023	ENTREZGENE_ACC:23410	16023.1	ENSG00000142082	SIRT3	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	ENTREZGENE
5472	16021	ENTREZGENE_ACC:23411	16021.1	ENSG00000096717	SIRT1	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]	ENTREZGENE
5473	4054	ENTREZGENE_ACC:23412	4054.1	ENSG00000148444	COMMD3	COMM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23332]	ENTREZGENE
5474	11659	ENTREZGENE_ACC:23413	11659.1	ENSG00000107130	NCS1	neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]	ENTREZGENE
5475	19872	ENTREZGENE_ACC:23414	19872.1	ENSG00000169946	ZFPM2	zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]	ENTREZGENE
5476	8758	ENTREZGENE_ACC:23415	8758.1	ENSG00000089558	KCNH4	potassium channel, voltage gated eag related subfamily H, member 4 [Source:HGNC Symbol;Acc:HGNC:6253]	ENTREZGENE
5477	8757	ENTREZGENE_ACC:23416	8757.1	ENSG00000135519	KCNH3	potassium channel, voltage gated eag related subfamily H, member 3 [Source:HGNC Symbol;Acc:HGNC:6252]	ENTREZGENE
5478	10972	ENTREZGENE_ACC:23417	10972.1	ENSG00000103150	MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]	ENTREZGENE
5479	4186	ENTREZGENE_ACC:23418	4186.1	ENSG00000134376	CRB1	crumbs family member 1, photoreceptor morphogenesis associated [Source:HGNC Symbol;Acc:HGNC:2343]	ENTREZGENE
5480	6554	ENTREZGENE_ACC:2342	6554.1	ENSG00000257365	FNTB	farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]	ENTREZGENE
5481	11959	ENTREZGENE_ACC:23420	11959.1	ENSG00000103512	NOMO1	NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]	ENTREZGENE
5482	8618	ENTREZGENE_ACC:23421	8618.1	ENSG00000142856	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin) [Source:HGNC Symbol;Acc:HGNC:6157]	ENTREZGENE
5483	18098	ENTREZGENE_ACC:23423	18098.1	ENSG00000166557	TMED3	transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]	ENTREZGENE
5484	17821	ENTREZGENE_ACC:23424	17821.1	ENSG00000196116	TDRD7	tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]	ENTREZGENE
5485	7417	ENTREZGENE_ACC:23426	7417.1	ENSG00000155974	GRIP1	glutamate receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18708]	ENTREZGENE
5486	16395	ENTREZGENE_ACC:23428	16395.1	ENSG00000092068	SLC7A8	solute carrier family 7 (amino acid transporter light chain, L system), member 8 [Source:HGNC Symbol;Acc:HGNC:11066]	ENTREZGENE
5487	15400	ENTREZGENE_ACC:23429	15400.1	ENSG00000163602	RYBP	RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]	ENTREZGENE
